Oscilloscope time (s),Measured current through coilpair 1 (A)
0.003040,12.961250
0.003080,12.961250
0.003120,13.041250
0.003160,13.041250
0.003200,12.961250
0.003240,13.041250
0.003280,13.041250
0.003320,13.041250
0.003360,12.961250
0.003400,12.961250
0.003440,12.961250
0.003480,13.041250
0.003520,13.041250
0.003560,12.961250
0.003600,12.961250
0.003640,12.961250
0.003680,13.041250
0.003720,12.881250
0.003760,12.881250
0.003800,12.881250
0.003840,12.881250
0.003880,12.801250
0.003920,12.721250
0.003960,12.801250
0.004000,12.721250
0.004040,12.641250
0.004080,12.721250
0.004120,12.641250
0.004160,12.641250
0.004200,12.561250
0.004240,12.481250
0.004280,12.561250
0.004320,12.401250
0.004360,12.401250
0.004400,12.321250
0.004440,12.321250
0.004480,12.321250
0.004520,12.321250
0.004560,12.161250
0.004600,12.161250
0.004640,12.081250
0.004680,12.001250
0.004720,12.001250
0.004760,12.001250
0.004800,11.921250
0.004840,11.921250
0.004880,11.841250
0.004920,11.761250
0.004960,11.601250
0.005000,11.681250
0.005040,11.681250
0.005080,11.521250
0.005120,11.521250
0.005160,11.521250
0.005200,11.441250
0.005240,11.361250
0.005280,11.281250
0.005320,11.201250
0.005360,11.201250
0.005400,11.041250
0.005440,11.041250
0.005480,11.041250
0.005520,10.881250
0.005560,10.881250
0.005600,10.721250
0.005640,10.721250
0.005680,10.721250
0.005720,10.561250
0.005760,10.641250
0.005800,10.481250
0.005840,10.321250
0.005880,10.401250
0.005920,10.241250
0.005960,10.241250
0.006000,10.161250
0.006040,10.001250
0.006080,10.001250
0.006120,10.001250
0.006160,9.921250
0.006200,9.761250
0.006240,9.761250
0.006280,9.681250
0.006320,9.601250
0.006360,9.601250
0.006400,9.521250
0.006440,9.441250
0.006480,9.361250
0.006520,9.361250
0.006560,9.281250
0.006600,9.281250
0.006640,9.121250
0.006680,9.121250
0.006720,9.041250
0.006760,8.961250
0.006800,8.881250
0.006840,8.801250
0.006880,8.721250
0.006920,8.641250
0.006960,8.721250
0.007000,8.561250
0.007040,8.481250
0.007080,8.481250
0.007120,8.481250
0.007160,8.241250
0.007200,8.241250
0.007240,8.161250
0.007280,8.161250
0.007320,8.081250
0.007360,8.001250
0.007400,7.921250
0.007440,7.841250
0.007480,7.681250
0.007520,7.681250
0.007560,7.681250
0.007600,7.601250
0.007640,7.521250
0.007680,7.521250
0.007720,7.441250
0.007760,7.281250
0.007800,7.281250
0.007840,7.201250
0.007880,7.201250
0.007920,7.121250
0.007960,7.041250
0.008000,7.041250
0.008040,6.881250
0.008080,6.881250
0.008120,6.801250
0.008160,6.721250
0.008200,6.721250
0.008240,6.641250
0.008280,6.561250
0.008320,6.401250
0.008360,6.481250
0.008400,6.401250
0.008440,6.401250
0.008480,6.241250
0.008520,6.161250
0.008560,6.081250
0.008600,6.081250
0.008640,6.001250
0.008680,6.001250
0.008720,6.001250
0.008760,5.761250
0.008800,5.761250
0.008840,5.681250
0.008880,5.681250
0.008920,5.601250
0.008960,5.521250
0.009000,5.601250
0.009040,5.441250
0.009080,5.441250
0.009120,5.281250
0.009160,5.281250
0.009200,5.201250
0.009240,5.121250
0.009280,5.121250
0.009320,5.041250
0.009360,4.961250
0.009400,4.961250
0.009440,4.881250
0.009480,4.801250
0.009520,4.721250
0.009560,4.721250
0.009600,4.801250
0.009640,4.641250
0.009680,4.561250
0.009720,4.481250
0.009760,4.401250
0.009800,4.481250
0.009840,4.401250
0.009880,4.321250
0.009920,4.241250
0.009960,4.161250
0.010000,4.161250
0.010040,4.081250
0.010080,4.081250
0.010120,4.001250
0.010160,4.001250
0.010200,4.001250
0.010240,3.921250
0.010280,3.841250
0.010320,3.841250
0.010360,3.841250
0.010400,3.761250
0.010440,3.761250
0.010480,3.681250
0.010520,3.601250
0.010560,3.601250
0.010600,3.601250
0.010640,3.441250
0.010680,3.441250
0.010720,3.361250
0.010760,3.361250
0.010800,3.361250
0.010840,3.281250
0.010880,3.201250
0.010920,3.121250
0.010960,3.201250
0.011000,3.201250
0.011040,3.041250
0.011080,3.121250
0.011120,3.041250
0.011160,2.961250
0.011200,3.041250
0.011240,2.881250
0.011280,2.881250
0.011320,2.881250
0.011360,2.801250
0.011400,2.801250
0.011440,2.801250
0.011480,2.721250
0.011520,2.721250
0.011560,2.641250
0.011600,2.561250
0.011640,2.561250
0.011680,2.561250
0.011720,2.561250
0.011760,2.481250
0.011800,2.401250
0.011840,2.481250
0.011880,2.321250
0.011920,2.321250
0.011960,2.241250
0.012000,2.241250
0.012040,2.241250
0.012080,2.161250
0.012120,2.161250
0.012160,2.081250
0.012200,2.081250
0.012240,2.081250
0.012280,2.081250
0.012320,2.001250
0.012360,2.001250
0.012400,2.001250
0.012440,1.921250
0.012480,1.921250
0.012520,2.001250
0.012560,1.921250
0.012600,1.921250
0.012640,1.841250
0.012680,1.841250
0.012720,1.841250
0.012760,1.841250
0.012800,1.761250
0.012840,1.761250
0.012880,1.761250
0.012920,1.761250
0.012960,1.761250
0.013000,1.681250
0.013040,1.681250
0.013080,1.761250
0.013120,1.601250
0.013160,1.521250
0.013200,1.681250
0.013240,1.601250
0.013280,1.521250
0.013320,1.521250
0.013360,1.441250
0.013400,1.441250
0.013440,1.441250
0.013480,1.441250
0.013520,1.441250
0.013560,1.361250
0.013600,1.361250
0.013640,1.281250
0.013680,1.281250
0.013720,1.361250
0.013760,1.281250
0.013800,1.361250
0.013840,1.201250
0.013880,1.281250
0.013920,1.281250
0.013960,1.201250
0.014000,1.201250
0.014040,1.281250
0.014080,1.121250
0.014120,1.121250
0.014160,1.121250
0.014200,1.121250
0.014240,1.201250
0.014280,1.121250
0.014320,1.121250
0.014360,1.121250
0.014400,1.121250
0.014440,1.041250
0.014480,1.121250
0.014520,1.121250
0.014560,0.961250
0.014600,1.041250
0.014640,1.041250
0.014680,1.041250
0.014720,0.961250
0.014760,1.041250
0.014800,0.961250
0.014840,0.961250
0.014880,1.041250
0.014920,0.961250
0.014960,0.961250
0.015000,0.961250
0.015040,0.961250
0.015080,0.961250
0.015120,0.961250
0.015160,0.961250
0.015200,0.961250
0.015240,0.961250
0.015280,0.961250
0.015320,0.881250
0.015360,0.881250
0.015400,0.881250
0.015440,0.881250
0.015480,0.881250
0.015520,0.961250
0.015560,0.881250
0.015600,0.881250
0.015640,0.881250
0.015680,0.801250
0.015720,0.801250
0.015760,0.881250
0.015800,0.801250
0.015840,0.881250
0.015880,0.881250
0.015920,0.881250
0.015960,0.801250
0.016000,0.881250
0.016040,0.801250
0.016080,0.881250
0.016120,0.801250
0.016160,0.881250
0.016200,0.801250
0.016240,0.801250
0.016280,0.801250
0.016320,0.801250
0.016360,0.801250
0.016400,0.881250
0.016440,0.801250
0.016480,0.881250
0.016520,0.801250
0.016560,0.801250
0.016600,0.801250
0.016640,0.801250
0.016680,0.801250
0.016720,0.801250
0.016760,0.881250
0.016800,0.801250
0.016840,0.801250
0.016880,0.801250
0.016920,0.721250
0.016960,0.801250
0.017000,0.801250
0.017040,0.801250
0.017080,0.801250
0.017120,0.801250
0.017160,0.721250
0.017200,0.801250
0.017240,0.801250
0.017280,0.801250
0.017320,0.801250
0.017360,0.801250
0.017400,0.801250
0.017440,0.801250
0.017480,0.801250
0.017520,0.801250
0.017560,0.881250
0.017600,0.801250
0.017640,0.801250
0.017680,0.881250
0.017720,0.801250
0.017760,0.801250
0.017800,0.801250
0.017840,0.801250
0.017880,0.801250
0.017920,0.801250
0.017960,0.801250
