Oscilloscope time (s),Measured current through coilpair 2 (A)
0.003040,16.641250
0.003080,16.641250
0.003120,16.641250
0.003160,16.641250
0.003200,16.641250
0.003240,16.641250
0.003280,16.641250
0.003320,16.481250
0.003360,16.401250
0.003400,16.321250
0.003440,16.241250
0.003480,16.081250
0.003520,15.921250
0.003560,15.841250
0.003600,15.681250
0.003640,15.601250
0.003680,15.441250
0.003720,15.361250
0.003760,15.201250
0.003800,15.041250
0.003840,14.961250
0.003880,14.721250
0.003920,14.641250
0.003960,14.641250
0.004000,14.401250
0.004040,14.241250
0.004080,14.161250
0.004120,14.001250
0.004160,13.841250
0.004200,13.681250
0.004240,13.601250
0.004280,13.521250
0.004320,13.361250
0.004360,13.121250
0.004400,13.041250
0.004440,12.881250
0.004480,12.721250
0.004520,12.641250
0.004560,12.481250
0.004600,12.321250
0.004640,12.241250
0.004680,12.081250
0.004720,11.921250
0.004760,11.761250
0.004800,11.681250
0.004840,11.521250
0.004880,11.441250
0.004920,11.281250
0.004960,11.041250
0.005000,10.961250
0.005040,10.801250
0.005080,10.721250
0.005120,10.561250
0.005160,10.481250
0.005200,10.321250
0.005240,10.161250
0.005280,10.001250
0.005320,9.841250
0.005360,9.841250
0.005400,9.761250
0.005440,9.601250
0.005480,9.361250
0.005520,9.281250
0.005560,9.121250
0.005600,9.041250
0.005640,8.961250
0.005680,8.881250
0.005720,8.721250
0.005760,8.641250
0.005800,8.561250
0.005840,8.401250
0.005880,8.241250
0.005920,8.161250
0.005960,8.081250
0.006000,7.921250
0.006040,7.921250
0.006080,7.681250
0.006120,7.681250
0.006160,7.601250
0.006200,7.441250
0.006240,7.361250
0.006280,7.201250
0.006320,7.121250
0.006360,7.041250
0.006400,6.961250
0.006440,6.801250
0.006480,6.801250
0.006520,6.721250
0.006560,6.561250
0.006600,6.561250
0.006640,6.401250
0.006680,6.241250
0.006720,6.161250
0.006760,6.081250
0.006800,6.001250
0.006840,5.921250
0.006880,5.761250
0.006920,5.761250
0.006960,5.601250
0.007000,5.521250
0.007040,5.441250
0.007080,5.361250
0.007120,5.361250
0.007160,5.281250
0.007200,5.121250
0.007240,5.041250
0.007280,4.961250
0.007320,4.881250
0.007360,4.801250
0.007400,4.641250
0.007440,4.641250
0.007480,4.481250
0.007520,4.481250
0.007560,4.401250
0.007600,4.321250
0.007640,4.241250
0.007680,4.161250
0.007720,4.081250
0.007760,4.081250
0.007800,4.001250
0.007840,3.921250
0.007880,3.841250
0.007920,3.761250
0.007960,3.681250
0.008000,3.681250
0.008040,3.601250
0.008080,3.521250
0.008120,3.441250
0.008160,3.361250
0.008200,3.281250
0.008240,3.361250
0.008280,3.201250
0.008320,3.121250
0.008360,3.041250
0.008400,3.041250
0.008440,2.961250
0.008480,2.881250
0.008520,2.881250
0.008560,2.801250
0.008600,2.641250
0.008640,2.561250
0.008680,2.561250
0.008720,2.561250
0.008760,2.481250
0.008800,2.401250
0.008840,2.401250
0.008880,2.241250
0.008920,2.241250
0.008960,2.241250
0.009000,2.161250
0.009040,2.161250
0.009080,2.161250
0.009120,2.001250
0.009160,1.921250
0.009200,1.921250
0.009240,1.921250
0.009280,1.841250
0.009320,1.761250
0.009360,1.761250
0.009400,1.761250
0.009440,1.761250
0.009480,1.681250
0.009520,1.601250
0.009560,1.521250
0.009600,1.521250
0.009640,1.521250
0.009680,1.441250
0.009720,1.441250
0.009760,1.441250
0.009800,1.361250
0.009840,1.281250
0.009880,1.281250
0.009920,1.281250
0.009960,1.281250
0.010000,1.201250
0.010040,1.121250
0.010080,1.121250
0.010120,1.121250
0.010160,1.041250
0.010200,1.041250
0.010240,0.961250
0.010280,0.961250
0.010320,0.961250
0.010360,0.961250
0.010400,0.961250
0.010440,0.801250
0.010480,0.881250
0.010520,0.881250
0.010560,0.801250
0.010600,0.801250
0.010640,0.801250
0.010680,0.801250
0.010720,0.801250
0.010760,0.801250
0.010800,0.801250
0.010840,0.801250
0.010880,0.801250
0.010920,0.641250
0.010960,0.721250
0.011000,0.641250
0.011040,0.721250
0.011080,0.641250
0.011120,0.641250
0.011160,0.641250
0.011200,0.641250
0.011240,0.561250
0.011280,0.641250
0.011320,0.561250
0.011360,0.561250
0.011400,0.561250
0.011440,0.481250
0.011480,0.561250
0.011520,0.561250
0.011560,0.641250
0.011600,0.641250
0.011640,0.561250
0.011680,0.481250
0.011720,0.481250
0.011760,0.561250
0.011800,0.561250
0.011840,0.561250
0.011880,0.561250
0.011920,0.481250
0.011960,0.481250
0.012000,0.641250
0.012040,0.561250
0.012080,0.481250
0.012120,0.561250
0.012160,0.561250
0.012200,0.481250
0.012240,0.561250
0.012280,0.641250
0.012320,0.561250
0.012360,0.561250
0.012400,0.561250
0.012440,0.561250
0.012480,0.561250
0.012520,0.561250
0.012560,0.481250
0.012600,0.561250
0.012640,0.561250
0.012680,0.481250
0.012720,0.561250
0.012760,0.561250
0.012800,0.561250
0.012840,0.561250
0.012880,0.481250
0.012920,0.561250
0.012960,0.641250
0.013000,0.641250
0.013040,0.561250
0.013080,0.561250
0.013120,0.561250
0.013160,0.561250
0.013200,0.561250
0.013240,0.641250
0.013280,0.641250
0.013320,0.481250
0.013360,0.561250
0.013400,0.561250
0.013440,0.561250
0.013480,0.561250
0.013520,0.481250
0.013560,0.561250
0.013600,0.481250
0.013640,0.561250
0.013680,0.641250
0.013720,0.561250
0.013760,0.481250
0.013800,0.481250
0.013840,0.481250
0.013880,0.481250
0.013920,0.401250
0.013960,0.481250
0.014000,0.481250
0.014040,0.481250
0.014080,0.401250
0.014120,0.481250
0.014160,0.561250
0.014200,0.481250
0.014240,0.481250
0.014280,0.481250
0.014320,0.481250
0.014360,0.481250
0.014400,0.481250
0.014440,0.481250
0.014480,0.481250
0.014520,0.481250
0.014560,0.481250
0.014600,0.401250
0.014640,0.481250
0.014680,0.561250
0.014720,0.481250
0.014760,0.481250
0.014800,0.481250
0.014840,0.481250
0.014880,0.481250
0.014920,0.561250
0.014960,0.481250
0.015000,0.401250
0.015040,0.561250
0.015080,0.561250
0.015120,0.401250
0.015160,0.481250
0.015200,0.481250
0.015240,0.481250
0.015280,0.481250
0.015320,0.481250
0.015360,0.481250
0.015400,0.481250
0.015440,0.561250
0.015480,0.481250
0.015520,0.481250
0.015560,0.481250
0.015600,0.481250
0.015640,0.561250
0.015680,0.481250
0.015720,0.481250
0.015760,0.481250
0.015800,0.481250
0.015840,0.481250
0.015880,0.481250
0.015920,0.481250
0.015960,0.481250
0.016000,0.481250
0.016040,0.481250
0.016080,0.481250
0.016120,0.561250
0.016160,0.481250
0.016200,0.481250
0.016240,0.481250
0.016280,0.481250
0.016320,0.481250
0.016360,0.481250
0.016400,0.561250
0.016440,0.481250
0.016480,0.481250
0.016520,0.481250
0.016560,0.561250
0.016600,0.481250
0.016640,0.481250
0.016680,0.481250
0.016720,0.481250
0.016760,0.561250
0.016800,0.481250
0.016840,0.481250
0.016880,0.401250
0.016920,0.481250
0.016960,0.401250
0.017000,0.401250
0.017040,0.561250
0.017080,0.481250
0.017120,0.481250
0.017160,0.481250
0.017200,0.481250
0.017240,0.561250
0.017280,0.481250
0.017320,0.401250
0.017360,0.481250
0.017400,0.481250
0.017440,0.481250
0.017480,0.481250
0.017520,0.481250
0.017560,0.481250
0.017600,0.481250
0.017640,0.481250
0.017680,0.481250
0.017720,0.481250
0.017760,0.481250
0.017800,0.481250
0.017840,0.481250
0.017880,0.561250
0.017920,0.481250
0.017960,0.561250
