Kinetic energy (J),Arbitrary start time (ms),Average dx/dt (m/s),S13 dx/dt (m/s),S15 dx/dt (m/s),S16 dx/dt (m/s),S17 dx/dt (m/s),S18 dx/dt (m/s),S19 dx/dt (m/s),S20 dx/dt (m/s),S21 dx/dt (m/s),S22 dx/dt (m/s),S23 dx/dt (m/s)
4.097821222526315e-07,-3.5,0.0018619489322117284,0.0031552085844548197,0.009145892709058088,-0.0046373286096466956,-0.0035052869418449426,0.002844871190746148,0.004166106688785935,0.0021031798871717308,0.0002631315328471753,0.0020879931622632764,0.0029957211182817496
1.2890042210844154e-07,-3.4000000000000004,0.0010442835370838605,0.004602645063016421,0.007626671007869627,-0.006084572650024537,-0.004238708828552141,0.0005510789128493186,0.0042521051472020795,0.0024898013850818655,-0.0005405559528526129,-6.886380276683516e-05,0.0018532350890154172
3.118736895805574e-08,-3.3000000000000003,0.0005136657758270164,0.009061270080792543,0.0052695168761820515,-0.006956317041044514,-0.004755989134537755,-0.0016373445765793335,0.004459346715748197,0.002644173077328484,-0.0013495914004124257,-0.0021086528647628563,0.0005102460255557723
2.810146262862484e-08,-3.2,0.0004875910486247935,0.017679542014547626,0.0023602164270641202,-0.007232104719036917,-0.004934052821567861,-0.0035019160600312624,0.004782388202215633,0.0026563053279459532,-0.0020461508557902994,-0.003983419114206185,-0.0009048979148928734
1.8649067927737722e-09,-3.1,0.00012560873074096715,0.02121714959741833,-0.0007662148937016288,-0.00697484567979322,-0.0047111077140014924,-0.004882793685965086,0.005174720920990546,0.002624902833190315,-0.002510103307145001,-0.005640318134964966,-0.0022753026286181266
1.0135976606228618e-09,-3.0,-9.260278784467709e-05,0.02393631303391694,-0.003754982546411049,-0.0063123231387860875,-0.004082469741888866,-0.005716905856730311,0.005560978157178101,0.002606080886380294,-0.002639526961729568,-0.007013033261386936,-0.0035101584489892865
3.846740798942376e-09,-2.9000000000000004,-0.00018040049445754774,0.02558973838119909,-0.006328914819277816,-0.005393845062257997,-0.0031098377024817653,-0.006016751650576962,0.005817876070750404,0.002606425911153852,-0.0023929627712962333,-0.008022674303448158,-0.0045530589983398895
3.5164051792539814e-09,-2.8000000000000003,-0.00017248078387423698,0.02606468630347006,-0.008280154632416032,-0.004364062550621864,-0.001923611766869671,-0.0058533177053730606,0.005807462268876241,0.0025730535645606496,-0.0017928257159382551,-0.008575381609148036,-0.005380655995282406
1.4635896706858077e-09,-2.7,-0.00011127585236173597,0.025381200258038188,-0.009466490907925345,-0.003329352839500548,-0.0006900196706282971,-0.005348995692315685,0.005412394902464853,0.002418781924120525,-0.0009069025026064732,-0.008597829490213125,-0.005985544505051449
1.9461116802235098e-10,-2.6,-4.057655212377454e-05,0.02367231674611435,-0.009842285797391189,-0.002329397648850251,0.0004094068464155381,-0.004636767703800481,0.004562717055023182,0.0020479909119330256,0.00014945089219508672,-0.008062089818281262,-0.006377107004595745
3.4652036851370466e-11,-2.5,1.7122045449271662e-05,0.021233361467241203,-0.009428869124121504,-0.0013528662702810446,0.0012116277605402016,-0.003827467548945118,0.0032688478847830056,0.0013786173980178834,0.001237622794860691,-0.00699806166721808,-0.00655159224038452
5.169239606507443e-10,-2.4000000000000004,6.613092438097143e-05,0.018489879666958055,-0.00831629910692276,-0.0003625947061891462,0.001610852997941901,-0.003009765580941262,0.001632099653079375,0.0003941795563378471,0.002212641879282517,-0.005498348574520301,-0.006491336541216511
2.2369206435266094e-09,-2.3000000000000003,0.00013756772347042114,0.01595689929388254,-0.006648982881074327,0.0006880308791323644,0.0015522131462830213,-0.0022298759273552877,-0.00015812409799309082,-0.0008749152129894105,0.0029638135532649417,-0.003696522114182593,-0.0061768594042639485
